LOTE;UNIDAD;TIPO;MARCA;MODELO;ANHO;TRACC;COMB;KILOMETRAJE;ADJUDIC
23;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2018;4x4;D;50554;7700000
24;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2018;4x4;D;100901;8000000
25;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2018;4x4;D;81143;9400000
26;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;132303;9400000
27;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;81756;9400000
28;BFE;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2017;4x4;D;132485;9600000
29;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2017;4x4;D;141619;9300000
30;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2018;4x4;D;84694;8600000
31;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4WD 2.3;2018;4x4;D;85958;8200000
32;LEASING;CAMIONETA;NISSAN;NP300 DCAB SE 4X4 2.3;2018;4x4;D;114359;8200000
33;LEASING;CAMIONETA;CHEVROLET;D MAX E5 DCAB 4X4 2.5;2018;4x4;D;50645;8600000
34;LEASING;CAMIONETA;TOYOTA;HI LUX DX 2.4;2018;4x2;D;58192;8200000
35;LEASING;CAMIONETA;TOYOTA;HI LUX DX 2.4;2018;4x2;D;63836;8100000
36;LEASING;CAMIONETA;TOYOTA;HILUX DCAB DX 2.4;2018;4x2;D;83202;8100000
37;LEASING;CAMIONETA;TOYOTA;HI LUX DX 2.4;2018;4x2;D;113492;7500000
38;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2018;4x2;D;71792;6700000
39;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2018;4x2;D;76908;6700000
40;BFE;CAMIONETA;NISSAN;NP300 2.3;2017;4x4;D;153829;8900000
41;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;33386;8300000
42;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 2.4;2017;4x4;D;98120;8100000
43;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA DCAB CRT 4X4 2.4;2017;4x4;D;41732;8500000
44;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRM 4X4 2.4;2017;4x4;D;80316;8000000
45;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 2.4;2017;4x4;D;96069;8000000
46;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2017;4x4;D;112781;8000000
47;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2017;4x4;D;115773;8400000
48;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI DX 2.4;2017;4x2;D;79734;7900000
49;LEASING;CAMIONETA;CHEVROLET;NEW DMAX 4WD 2.5;2018;4x4;D;180838;6800000
50;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2016;4x4;D;64721;7300000
51;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2016;4x4;D;80821;7200000
52;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2016;4x4;D;119461;7000000
53;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;176329;7400000
54;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;183540;7400000
55;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;38879;7700000
56;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 2.4;2016;4x4;D;94194;7100000
57;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2016;4x4;D;59735;6900000
58;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2016;4x4;D;109099;6900000
59;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER 4X4 2.0;2016;4x4;D;64689;7100000
60;LEASING;CAMIONETA;CHEVROLET;D MAX II 4WD 2.5;2016;4x4;D;96920;6800000
61;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;88751;6600000
62;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2016;4x2;D;136412;6300000
63;BFE;CAMIONETA;NISSAN;NP300 DCAB XE 2.5;2016;4x2;B;130921;7700000
64;BFE;CAMIONETA;NISSAN;NP300 DCAB XE 2.5;2016;4x2;B;138339;6800000
65;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;105722;6700000
66;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;296263;6100000
67;BFE;CAMIONETA;NISSAN;NAVARA DCAB SE 4X4 2.5;2015;4x4;D;124597;6400000
68;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2015;4x2;D;84749;6000000
69;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;66974;6000000
70;BFE;CAMIONETA;NISSAN;TERRANO DCAB DXS 4X4 2.4;2014;4x4;B;166400;3500000
71;LEASING;CAMIONETA;NISSAN;NAVARA SE 2.5;2015;4x2;D;115651;5000000
72;LEASING;CAMIONETA;NISSAN;NAVARA LUX LE 4X4 2.5;2015;4x4;D;200618;5300000
73;BFE;CAMIONETA;NISSAN;TERRANO D CAB 2.4;2013;4x2;B;102418;4300000
74;BFE;CAMIONETA;CHEVROLET;LUV DMAX 2.4;2007;4x2;B;164769;2900000
75;LEASING;FURGON;PEUGEOT;EXPERT HDI 2.0;2017;4x2;D;221805;6600000
76;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;26883;6200000
77;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;75405;5900000
78;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;69149;5900000
79;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;95679;5900000
80;LEASING;FURGON;CITROËN;BERLINGO B9 HDI 1.6;2016;4x2;D;62918;5700000
81;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;69148;5400000
82;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;153577;5900000
83;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;102206;5900000
84;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2015;4x2;D;78011;4500000
85;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2015;4x2;D;98165;4400000
86;LEASING;FURGON;FIAT;FIORINO CITY 1.3;2014;4x2;D;54098;4500000
87;LEASING;STATION WAGON;FORD;ECOSPORT 1.5;2019;4x2;D;70180;7900000
88;LEASING;HATCHBACK;CITROËN;DS5 BL 1.6 AUT;2015;4x2;B;44506;8500000
89;LEASING;HATCHBACK;TOYOTA;PRIUS C 1.5 AUT;2018;4x2;NULL;75917;7500000
90;LEASING;HATCHBACK;TOYOTA;PRIUS 1.5 AUT;2018;4x2;B;68862;7500000
91;PARTICULARES;SEDAN;HYUNDAI;ACCENT RB GL 1.4;2019;4x2;B;33914;6000000
92;LEASING;STATION WAGON;SUZUKI;GRAND NOMADE 2.4 AT;2017;4WD;B;95679;5200000
93;PARTICULARES;HATCHBACK;HYUNDAI;GRAND I10 BA PE HB 1.2;2019;4x2;B;16100;5200000
94;LEASING;HATCHBACK;TOYOTA;YARIS HB GLE 1.5;2019;4x2;B;73905;5900000
95;BFE;HATCHBACK;SUZUKI;BALENO GLX HB 1.4;2018;4x2;B;35357;5500000
96;LEASING;SEDAN;TOYOTA;YARIS GLI 1.5;2018;4x2;B;71798;5600000
97;PARTICULARES;STATION WAGON;DFSK;580 1.8;2018;4x2;B;5473;5600000
98;PARTICULARES;HATCHBACK;SUZUKI;SWIFT GL 1.2;2017;4x2;B;43020;4800000
99;BFE;STATION WAGON;BAIC;X55 1.5;2018;4x2;B;33565;5500000
100;PARTICULARES;SEDAN;MITSUBISHI;NEW MIRAGE GLX 1.2;2018;4x2;B;37487;4300000
101;PARTICULARES;SEDAN;KIA MOTORS;RIO 4 EX 1.4;2017;4x2;B;36665;5300000
102;PARTICULARES;HATCHBACK;KIA MOTORS;MORNING EX 1.2;2018;4x2;B;50500;4600000
103;LEASING;SEDAN;PEUGEOT;301 VTI 1.6;2018;4x2;B;70037;4600000
104;LEASING;SEDAN;PEUGEOT;301 VTI 1.6;2018;4x2;B;70425;4600000
105;LEASING;SEDAN;VOLKSWAGEN;VIRTUS TRENDLINE 1.6;2019;4x2;B;65570;5400000
106;LEASING;SEDAN;VOLKSWAGEN;VIRTUS TRENDLINE 1.6;2019;4x2;B;75218;5400000
107;BFE;HATCHBACK;SUZUKI;CELERIO 1.0 AT;2019;4x2;B;36085;5100000
108;PARTICULARES;SEDAN;CHEVROLET;COBALT LTZ 1.8;2017;4x2;B;72905;4700000
109;PARTICULARES;HATCHBACK;NISSAN;MARCH ACTIVE 1.6;2017;4x2;B;76274;4000000
110;PARTICULARES;SEDAN;RENAULT;FLUENCE AUTENTIQUE 1.6;2016;4x2;B;105352;4200000
111;PARTICULARES;SEDAN;HYUNDAI;ACCENT RB GL 1.4;2014;4x2;B;69715;4400000
1;BFE;STATION WAGON;OPEL;CROSSLAND ENJOY BLUEHDI 1.5;2020;4x2;D;23581;9100000
2;PARTICULARES;STATION WAGON;MAZDA;NEW CX 5 R 4X4 2.0;2017;AWD;B;46154;9000000
3;PARTICULARES;STATION WAGON;MAZDA;NEW CX 5 GT 4X4 2.0 AUT;2015;AWD;B;42471;9300000
4;PARTICULARES;HATCHBACK;AUDI;A3 TFSI 1.4 AUT;2016;4x2;B;36767;8300000
5;PARTICULARES;STATION WAGON;NISSAN;X TRAIL SENSE 2.5 AUT;2017;4x2;B;86488;8100000
6;PARTICULARES;STATION WAGON;NISSAN;KICKS ADVANCE 1.6;2018;4x2;B;41609;7800000
7;PARTICULARES;STATION WAGON;KIA MOTORS;SPORTAGE EX 2.0;2016;4x2;B;81352;6300000
8;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2017;4x4;D;50621;9100000
9;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2017;4x4;D;113791;9500000
10;LEASING;CAMIONETA;FORD;RANGER XLT DCAB 4X4 3.2;2017;4x4;D;87232;9400000
11;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2018;4x4;D;19082;9200000
12;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;22488;9200000
13;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2018;4x4;D;24233;8900000
14;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;24999;9200000
15;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;62871;9600000
16;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2018;4x4;D;90902;9200000
17;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;93680;9200000
18;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2018;4x4;D;101629;8700000
19;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2018;4x2;D;64583;7800000
20;LEASING;CAMIONETA;TOYOTA;HI LUX DX 2.4;2018;4x2;D;82576;7700000
21;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;35509;6800000
22;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;54398;8200000
23;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2017;4x4;D;81784;8200000
24;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;111819;7800000
25;LEASING;CAMIONETA;TOYOTA;ALL NEW HI LUX D CAB DX 4X4 2.4;2017;4x4;D;115020;7500000
26;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2017;4x4;D;115325;7500000
27;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2017;4x4;D;138815;7400000
28;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2017;4x4;D;144811;7400000
29;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2017;4x4;D;159811;7400000
30;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2017;4x4;D;160530;7000000
31;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0 AUT;2016;4x4;D;94821;7100000
32;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2016;4x4;D;83231;6300000
33;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2016;4x4;D;109649;6100000
34;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2016;4x4;D;129997;5900000
35;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2017;4x4;D;139677;7700000
36;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;31552;7800000
37;LEASING;CAMIONETA;TOYOTA;HILUX D CAB SR 4X4 2.5;2016;4x4;D;35958;6200000
38;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 3.0;2016;4x4;D;110888;8600000
39;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;74665;6500000
40;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;75858;7800000
41;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT;2016;4x4;D;86692;6300000
42;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;110427;7800000
43;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;123387;6200000
44;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2016;4x4;D;202992;7000000
45;LEASING;CAMIONETA;TOYOTA;TUNDRA DCAB LTD 4X4 5.7 AUT;2015;4x4;B;116202;9100000
46;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.4;2017;4x2;D;76768;7500000
47;LEASING;CAMIONETA;MITSUBISHI;L200 WORK CR 2.4;2017;4x2;D;139308;7500000
48;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 2.4;2017;4x2;D;113791;6500000
49;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 2.4;2017;4x2;D;137175;6600000
50;LEASING;CAMIONETA;TOYOTA;HILUX DCAB DX 2.4;2017;4x2;D;140352;6500000
51;LEASING;CAMIONETA;TOYOTA;HILUX DCAB DX 2.4;2017;4x2;D;215310;6000000
52;LEASING;CAMIONETA;NISSAN;NP300 2.3;2016;4x2;D;89364;7800000
53;LEASING;CAMIONETA;NISSAN;NP300 2.3;2016;4x2;D;95507;7700000
54;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SRV 4X4 3.0;2015;4x4;D;103196;6100000
55;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 4X4 3.0;2015;4x4;D;127087;6500000
56;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 4X4 3.0;2015;4x4;D;152988;6600000
57;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;131442;5700000
58;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;49387;6400000
59;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 2.5;2014;4x4;D;150738;5300000
60;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.4;2016;4x2;D;151002;6100000
61;LEASING;CAMIONETA;MITSUBISHI;L200 WORK CR 2.4;2016;4x2;D;191931;6200000
62;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 2.5;2015;4x2;D;49257;5200000
63;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 2.5;2015;4x2;D;125852;5900000
64;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;51190;5900000
65;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;79503;5900000
66;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;96880;5000000
67;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 3.0;2013;4x4;D;119130;5600000
68;LEASING;CAMIONETA;TOYOTA;HILUX 3.0;2013;4x4;D;123266;6900000
69;LEASING;CAMIONETA;SSANGYONG;ACTYON SPORT FULL 2.0;2015;4x2;D;195180;5700000
70;LEASING;CAMIONETA;SSANGYONG;ACTYON SPORT 2.0 AUT;2015;4x2;D;157305;5900000
71;LEASING;CAMIONETA;SSANGYONG;ACTYON SPORT 2.0 AUT;2015;4x2;D;197057;5800000
72;LEASING;CAMIONETA;NISSAN;NAVARA 2.5;2015;4x2;D;109775;4800000
73;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2015;4x2;D;122732;7000000
74;LEASING;FURGON;CHEVROLET;EXPRESS 3500;2016;4x2;B;30173;5000000
75;LEASING;FURGON;CHEVROLET;EXPRESS 3500;2016;4x2;B;30910;5000000
76;LEASING;FURGON;CHEVROLET;EXPRESS 3500;2016;4x2;B;43132;4800000
77;LEASING;FURGON;CHEVROLET;EXPRESS 3500;2016;4x2;B;48991;5000000
78;LEASING;MINIBUS;HYUNDAI;H1 CRDI GLS 2.5;2015;4x2;D;259596;7400000
79;LEASING;FURGON;PEUGEOT;BOXER X2 50 HDI 2.2;2015;4x2;D;64639;9700000
80;LEASING;FURGON;PEUGEOT;BOXER HDI 2.2;2015;4x2;D;173192;9000000
81;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2015;4x2;D;55158;4000000
82;LEASING;FURGON;CITROËN;BERLINGO B9 HDI 1.6;2016;4x2;D;63110;4900000
83;LEASING;FURGON;CITROËN;BERLINGO B9 HDI 1.6;2016;4x2;D;64840;5100000
84;PARTICULARES;STATION WAGON;CHANGAN;CX70 LUXURY 1.6;2018;4x2;B;44678;5900000
85;PARTICULARES;SEDAN;KIA MOTORS;RIO 5 EX 1.4;2018;4x2;B;45678;6000000
86;PARTICULARES;STATION WAGON;SUZUKI;VITARA GLS 4X4 1.6;2016;4WD;B;89277;6000000
87;PARTICULARES;HATCHBACK;NISSAN;MARCH SPORT 1.6;2017;4x2;B;22514;4100000
88;PARTICULARES;SEDAN;RENAULT;FLUENCE EXPRESSION 1.6;2016;4x2;B;47315;4200000
89;PARTICULARES;HATCHBACK;KIA MOTORS;MORNING EX 1.2;2016;4x2;B;46502;4300000
90;PARTICULARES;HATCHBACK;SUZUKI;SWIFT GLS 1.2 AT;2016;4x2;B;137318;4600000
91;PARTICULARES;HATCHBACK;TOYOTA;YARIS HB 1.5 AUT;2014;4x2;B;28937;5600000
92;PARTICULARES;SEDAN;CHEVROLET;SAIL LT 1.5;2016;4x2;B;72735;4000000
93;PARTICULARES;SEDAN;CHEVROLET;SAIL LT 1.5;2016;4x2;B;110780;3900000
94;PARTICULARES;HATCHBACK;CITROËN;C3 SX 1.2;2015;4x2;B;114472;3800000
95;PARTICULARES;SEDAN;CHEVROLET;SAIL II LT 1.4;2014;4x2;B;75231;3400000
96;PARTICULARES;SEDAN;CHEVROLET;SAIL II LT 1.4;2014;4x2;B;159114;2900000
97;PARTICULARES;HATCHBACK;KIA MOTORS;MORNING EX 1.2;2014;4x2;B;163317;3400000
98;PARTICULARES;HATCHBACK;SUZUKI;CELERIO GA 1.0;2014;4x2;B;128855;3000000
1;AUTOMOTORAS;STATION WAGON;PEUGEOT;3008 BLUE HDI HP 1.5 AUT;2019;4WD;D;39469;12900000
2;AUTOMOTORAS;STATION WAGON;PEUGEOT;3008 BLUE HDI HP 1.5 AUT;2019;4WD;D;39559;12900000
3;AUTOMOTORAS;STATION WAGON;PEUGEOT;3008 BLUE HDI HP 1.5 AUT;2019;4WD;D;41241;12900000
4;PARTICULARES;STATION WAGON;NISSAN;NEW QASHQAI 4X4 2.0 AUT;2018;4x4;B;43490;9900000
5;PARTICULARES;STATION WAGON;NISSAN;KICKS 1.6;2020;4x2;B;5866;8800000
6;BFE;STATION WAGON;MITSUBISHI;OUTLANDER GLS 4X4 2.4 AUT;2017;4x4;B;43410;8500000
7;AUTOMOTORAS;HATCHBACK;PEUGEOT;308 BLUE HDI HB 1.6 AUT;2019;4x2;D;33587;9500000
8;AUTOMOTORAS;HATCHBACK;PEUGEOT;308 BLUE HDI HB 1.6 AUT;2019;4x2;D;47693;9500000
9;AUTOMOTORAS;SEDAN;PEUGEOT;301 HDI 92HP 1.6;2019;4x2;D;31621;6700000
10;AUTOMOTORAS;SEDAN;PEUGEOT;301 HDI 92HP 1.6;2019;4x2;D;38331;6700000
11;BFE;HATCHBACK;HYUNDAI;VELOSTER JS HB 2.0;2019;4x2;B;19894;8600000
12;LEASING;HATCHBACK;CITROËN;DS5 BL 1.6 AUT;2015;4x2;B;44506;7200000
13;AUTOMOTORAS;HATCHBACK;CHEVROLET;CRUZE LT HB 1.4;2018;4x2;B;28516;7000000
14;PARTICULARES;SEDAN;MAZDA;3 2.0;2017;4x2;B;64828;6800000
15;BFE;HATCHBACK;SUZUKI;BALENO GLX HB 1.4;2018;4x2;B;35357;5800000
16;BFE;MOTOS;HONDA;CRF1000LA;2018;-;B;46181;7200000
17;BFE;MOTOS;HONDA;CRF1000LA;2018;-;B;56360;7200000
18;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2018;4x4;D;108890;10300000
19;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2017;4x4;D;38498;9200000
20;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.8;2017;4x4;D;59399;9200000
21;LEASING;CAMIONETA;TOYOTA;HI LUX DX 2.4;2018;4x2;D;64729;8200000
22;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;31517;8300000
23;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2017;4x4;D;155917;8000000
24;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK HIGHLINE 4X4 2.0 AT;2016;4x4;D;128012;10800000
25;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK HIGHLINE 4X4 2.0 AUT;2016;4x4;D;173814;9500000
26;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2016;4x4;D;71829;8100000
27;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER 4X4 2.0 AUT;2016;4x4;D;157772;8100000
28;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK TRENDLINE 4X4 2.0;2017;4x4;D;183996;8800000
29;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;38879;8600000
30;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2016;4x4;D;62768;7800000
31;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;4x4;D;68972;8600000
32;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;74028;8800000
33;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;83233;8600000
34;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;156421;7900000
35;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 3.0;2016;4x4;D;112087;7400000
36;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SRV 4X4 3.0;2015;4x4;D;101340;7500000
37;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SRV 4X4 3.0;2015;4x4;D;130078;6900000
38;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;49178;7500000
39;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;68224;7100000
40;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;70778;7100000
41;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;75142;7100000
42;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;81602;6900000
43;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;100294;6900000
44;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;109522;6900000
45;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;47899;6500000
46;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA 4X4 2.5;2015;4x4;D;83432;6200000
47;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;95389;5600000
48;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2015;4x4;D;99584;5700000
49;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;160271;6500000
50;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;119962;6500000
51;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;91514;5000000
52;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;92822;4800000
53;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;94565;4800000
54;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.5;2015;4x2;D;108041;5000000
55;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;144787;6300000
56;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;150047;6500000
57;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;164073;6300000
58;LEASING;CAMIONETA;CHEVROLET;D MAX II 2.5;2016;4x2;D;204646;6400000
59;LEASING;CAMIONETA;SSANGYONG;ACTYON SPORT 2.0;2016;4x2;D;143054;5600000
60;LEASING;CAMIONETA;SSANGYONG;ACTYON SPORT FULL 2.0;2015;4x2;D;186324;5000000
61;LEASING;FURGON;HYUNDAI;PORTER GLS 2.5;2016;4x2;D;25450;7600000
62;LEASING;FURGON;MERCEDES BENZ;VITO TOURER 114 CDI;2017;4x2;D;245532;10600000
63;LEASING;FURGON;MERCEDES BENZ;VITO 113 CDI;2015;4x2;D;118447;6700000
64;LEASING;FURGON;MERCEDES BENZ;VITO 113 CDI;2015;4x2;D;135468;6700000
65;LEASING;AMBULANCIA;MERCEDES BENZ;VITO 113 CDI;2014;4x2;D;124499;6400000
66;LEASING;FURGON;CITROËN;BERLINGO B9 C HDI 1.6;2017;4x2;D;109673;5300000
67;LEASING;FURGON;CITROËN;BERLINGO B9 C HDI 1.6;2017;4x2;D;139073;5300000
68;LEASING;FURGON;CITROËN;BERLINGO B9 C HDI 1.6;2017;4x2;D;141595;4900000
69;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2017;4x2;D;148002;4900000
